"name","pos","team","overallRank","pick","positionRank","projections","projectedPts_espn","projectedPts_cbs","projectedPts_nfl","projectedPts_fp","projectedPtsAvg","projectedPtsLatent","vor","sdPick","sdPts","risk","avgCost","projectedCost","inflatedCost"
"Jason Snelling","RB","ATL",241,NA,80,31.575,35.975,41.55,34.05,31.575,35.6791666666667,41.743286314617,-81.8366666666667,NA,4.24286165223426,2.64939361882254,NA,1,1
"Domenik Hixon","WR","CAR",242,NA,84,62.1625,62,68.2,53.75,62.1625,61.528125,65.1228923156211,-82.2625,NA,5.93403297899779,3.04535865047521,NA,1,1
"Montario Hardesty","RB","CLE",243,200,81,31.1075,30.55,46.9925,33.1,31.1075,35.3541666666667,40.1693665240339,-82.3041666666667,9,7.78071306715094,3.45309313147338,NA,1,1
"Benjamin Watson","TE","NO",244,NA,50,31.1125,NA,38.6375,85.625,31.1125,51.7916666666667,31.5714898778599,-82.4416666666667,NA,29.5411110079383,8.5726386197054,NA,1,1
"Craig Stevens","TE","TEN",245,NA,51,30.75,NA,NA,66,30.75,48.375,18.2377247891807,-82.8041666666667,NA,24.9255140368258,7.49195863664294,NA,1,1
"Henry Hynoski","RB",NA,246,NA,82,30.1,NA,NA,NA,30.1,30.1,11.1756711442766,-83.3116666666667,NA,NA,NA,NA,1,1
"Jerome Simpson","WR","MIN",247,NA,85,61.0375,55.625,NA,54.375,61.0375,56.8458333333333,44.8977191514504,-83.3875,NA,3.54134067127126,2.48514191171513,NA,1,1
"Harry Douglas","WR","ATL",248,NA,86,60.93,56.9,67.25,46.375,60.93,57.9079166666667,61.7123379369825,-83.495,NA,8.76401294594358,3.70796041615948,NA,1,1
"Cordarrelle Patterson","WR","MIN",249,140.85,87,60.8675,69,93.8375,125.2,60.8675,87.8370833333333,89.2876862036626,-83.5575,17.45,28.9407106930128,6.87728951425636,2,3,3
"Spencer Ware","RB",NA,250,NA,83,29.8,NA,NA,NA,29.8,29.8,11.1583589594028,-83.6116666666667,NA,NA,NA,NA,1,1
"Dwayne Harris","WR","DAL",251,NA,88,60.2375,51.25,NA,56.375,60.2375,55.9541666666667,43.8829724472427,-84.1875,NA,4.50850469483323,2.71159036619308,NA,1,1
"Jason Avant","WR","PHI",252,NA,89,60.2125,69.875,NA,23,60.2125,50.8625,40.7288340038622,-84.2125,NA,24.750083122756,7.45088384644092,NA,1,1
"Felix Jones","RB","PHI",253,188.3,84,28.3,36.825,NA,59.025,28.3,41.3833333333333,28.9343682991018,-85.1116666666667,12.7,15.8615953905442,4.81378479840382,NA,1,1
"Christine Michael","RB","SEA",254,208,85,28.1625,29.95,45.1175,58.85,28.1625,40.52,42.0461424784512,-85.2491666666667,19.6,14.3939641574747,5.41528771626227,NA,1,1
"Christian Ponder","QB","MIN",255,209,30,123.35,162.56,202.398,143.7,123.35,156.585333333333,178.192879483596,-85.528,29,33.6505992418164,8.72313176369008,NA,1,1
"DuJuan Harris","RB","GB",256,151.1,86,27.7825,32.375,48.6075,NA,27.7825,36.0383333333333,28.0184567538712,-85.6291666666667,29.2,10.9412502142123,6.08700232373099,NA,1,1
"Charles Clay","TE","MIA",257,NA,52,27.625,NA,28.875,NA,27.625,28.25,16.6361703933633,-85.9291666666667,NA,0.883883476483184,1.86293403389849,NA,1,1
"Tiquan Underwood","WR","TB",258,NA,90,58.3625,44,NA,60.875,58.3625,54.4125,42.1435247901205,-86.0625,NA,9.10457474295203,3.78769838273807,NA,1,1
"Logan Paulsen","TE",NA,259,NA,53,27.4625,NA,NA,NA,27.4625,27.4625,11.0451182579101,-86.0916666666667,NA,NA,NA,NA,1,1
"Jacoby Ford","WR","OAK",260,232,91,58.295,70.65,65.2625,60.875,58.295,64.568125,67.0043253800208,-86.13,41,5.41352025603489,6.76236289381214,NA,1,1
"Keenan Allen","WR","SD",261,168.6,92,57.775,59.675,69.1125,NA,57.775,62.5375,49.8718362560422,-86.65,22.7,6.07200286149471,4.78848185081428,NA,1,1
"Vonta Leach","RB","BAL",262,NA,87,26.7125,NA,23.6875,22.225,26.7125,24.2083333333333,22.0666074726056,-86.6991666666667,NA,2.28863815037094,2.19183845659509,NA,1,1
"Darrel Young","RB",NA,263,NA,88,26.6,NA,NA,NA,26.6,26.6,11.0130264999039,-86.8116666666667,NA,NA,NA,NA,1,1
"John Carlson","TE","MIN",264,NA,54,26.6125,NA,NA,NA,26.6125,13.30625,11.0134542862177,-86.9416666666667,NA,NA,NA,NA,1,1
"Gavin Escobar","TE",NA,265,NA,55,26.5,NA,NA,NA,26.5,26.5,11.0096437158232,-87.0541666666667,NA,NA,NA,NA,1,1
"Brian Leonard","RB","TB",266,NA,89,25.6875,NA,41.4375,14.6,25.6875,27.2416666666667,21.7062545672267,-87.7241666666667,NA,13.4860827182445,4.8135695743005,NA,1,1
"Virgil Green","TE","DEN",267,NA,56,25.25,44,NA,NA,25.25,34.625,17.59926897567,-88.3041666666667,NA,13.2582521472478,4.76022610884049,NA,1,1
"Jonathan Dwyer","RB","PIT",268,162.1,90,24.6075,39.8,46.9925,63.3,24.6075,43.5666666666667,44.1797686284143,-88.8041666666667,18.6,16.0699679786032,5.4994198186418,NA,1,1
"Matt Spaeth","TE",NA,268,NA,57,24.75,NA,NA,NA,24.75,24.75,10.9618140670318,-88.8041666666667,NA,NA,NA,NA,1,1
"Delone Carter","RB","IND",270,NA,91,24.1825,23.6,40.7175,NA,24.1825,29.2833333333333,24.0618850710377,-89.2291666666667,NA,9.71900490019426,3.93155894423799,NA,1,1
"Cameron Morrah","TE",NA,271,NA,58,24.25,NA,NA,NA,24.25,24.25,10.9520990960868,-89.3041666666667,NA,NA,NA,NA,1,1
"Earl Bennett","WR","CHI",272,NA,93,54.6375,48.5,74.825,55.875,54.6375,58.3760416666667,61.5949564665832,-89.7875,NA,11.3770024565275,4.31975678350124,NA,1,1
"LeGarrette Blount","RB","NE",273,188.4,92,23.08,10.6,35.6575,33.275,23.08,25.4614583333333,29.1597235319476,-90.3316666666667,17.3,11.4221720378613,4.80961313559204,NA,1,1
"Brandon Bolden","RB","NE",274,203,93,22.855,18.1,26.3925,NA,22.855,22.2825,21.2494011086634,-90.5566666666667,37.7,4.1611193906608,6.24589970762306,NA,1,1
"Lance Ball","RB",NA,275,NA,94,22.375,NA,NA,NA,22.375,22.375,10.9313059169003,-91.0366666666667,NA,NA,NA,NA,1,1
"Nick Kasa","TE",NA,276,NA,59,22.425,NA,NA,NA,22.425,22.425,10.9315399606357,-91.1291666666667,NA,NA,NA,NA,1,1
"Dion Lewis","RB","CLE",277,NA,95,22.1375,33.3,NA,31.275,22.1375,28.9041666666667,23.7347228545407,-91.2741666666667,NA,5.94693110632142,3.04837857359781,NA,1,1
"Knowshon Moreno","RB","DEN",278,128.45,96,22.025,37.05,43.7425,45.375,22.025,36.9647916666667,40.0354423553429,-91.3866666666667,25.25,10.6433984576904,5.60943795164504,4.7,6,5
"Jarius Wright","WR","MIN",279,181.2,94,52.875,71.2,87.325,NA,52.875,71.4833333333333,55.4277592270495,-91.55,27.9,17.2367038128911,6.67830302515669,NA,1,1
"Jordan Reed","TE","WAS",280,NA,60,21.6625,NA,NA,75.625,21.6625,48.64375,14.2266903179136,-91.8916666666667,NA,38.1572496797791,10.5899916624916,NA,1,1
"Chris Gragg","TE",NA,281,NA,61,21.625,NA,NA,NA,21.625,21.625,10.9299022704678,-91.9291666666667,NA,NA,NA,NA,1,1
"Bruce Miller","RB",NA,282,NA,97,21.325,NA,NA,NA,21.325,21.325,10.9304469919335,-92.0866666666667,NA,NA,NA,NA,1,1
"Vance McDonald","TE","SF",283,NA,62,21.45,NA,NA,55.625,21.45,38.5375,14.6253648368176,-92.1041666666667,NA,24.1653742470503,7.31398212346794,NA,1,1
"Bernard Scott","RB","CIN",284,203.9,98,20.9,20.9,NA,13.075,20.9,17.9583333333333,19.0769136031524,-92.5116666666667,23.4,4.51776585640882,4.68498234606192,NA,1,1
"Andrew Quarless","TE",NA,285,NA,63,20.8625,NA,NA,NA,20.8625,20.8625,10.9325251876988,-92.6916666666667,NA,NA,NA,NA,1,1
"Latavius Murray","RB","OAK",286,136.6,99,20.675,18.2,NA,NA,20.675,18.9375,14.7357571026092,-92.7366666666667,14.5,1.7500892834367,3.36350967520205,NA,1,1
"Taylor Thompson","TE","TEN",287,NA,64,20.7625,40.75,NA,NA,20.7625,30.75625,16.0405567459227,-92.7916666666667,NA,14.1332967889661,4.96510604842567,NA,1,1
"Adrien Robinson","TE",NA,288,NA,65,20.625,NA,NA,NA,20.625,20.625,10.9341761865507,-92.9291666666667,NA,NA,NA,NA,1,1
"Leon Washington","RB","NE",289,NA,100,20.4125,15.1,32.675,NA,20.4125,22.6791666666667,20.356141402291,-92.9991666666667,NA,9.01362105833906,3.76640280018132,NA,1,1
"Chris Ogbonnaya","RB","CLE",290,NA,101,20.375,NA,29.7375,NA,20.375,25.05625,15.196484190338,-93.0366666666667,NA,6.62028723885905,3.20603586006803,NA,1,1
"T.J. Graham","WR","BUF",291,232.5,95,51.3875,46.7,77.0375,38.125,51.3875,53.6125,56.1553214331997,-93.0375,33.5,16.7428249557833,7.24810424375212,NA,1,1
"Jorvorski Lane","RB",NA,292,NA,102,19.8,NA,NA,NA,19.8,19.8,10.9429894445281,-93.6116666666667,NA,NA,NA,NA,1,1
"Konrad Reuland","TE",NA,293,NA,66,19.875,NA,NA,NA,19.875,19.875,10.9419907071076,-93.6791666666667,NA,NA,NA,NA,1,1
"Damian Williams","WR","TEN",294,NA,96,50.5,NA,NA,25.125,50.5,37.8125,19.9723009343304,-93.925,NA,17.9428345726086,5.85705810863996,NA,1,1
"Jeff King","TE","ARI",295,NA,67,19.5625,NA,32.75,21.75,19.5625,24.6875,21.2035760891385,-93.9916666666667,NA,7.06747612305836,3.31073912571857,NA,1,1
"Juron Criner","WR","OAK",296,NA,97,50.375,NA,71.7625,NA,50.375,40.5458333333333,29.1363695659302,-94.05,NA,15.1232462826273,5.19688941442103,NA,1,1
"Mario Manningham","WR","SF",297,191.6,98,50.3625,48,NA,69.125,50.3625,55.8291666666667,41.55900836993,-94.0625,4.3,11.5749617529966,3.37052782875708,NA,1,1
"Lex Hilliard","RB",NA,298,NA,103,19.3,NA,NA,NA,19.3,19.3,10.9506573027631,-94.1116666666667,NA,NA,NA,NA,1,1
"Kellen Davis","TE","CLE",299,NA,68,19.425,NA,NA,NA,19.425,9.7125,10.9485757280795,-94.1291666666667,NA,NA,NA,NA,1,1
"Michael Williams","TE",NA,300,NA,69,19.25,NA,NA,NA,19.25,19.25,10.9515206598599,-94.3041666666667,NA,NA,NA,NA,1,1
"Richard Gordon","TE",NA,301,NA,70,19.125,NA,NA,NA,19.125,19.125,10.95375587066,-94.4291666666667,NA,NA,NA,NA,1,1
"John Phillips","TE",NA,302,NA,71,18.8375,NA,NA,NA,18.8375,18.8375,10.9593133191159,-94.7166666666667,NA,NA,NA,NA,1,1
"Travaris Cadet","RB",NA,303,NA,104,18.675,NA,NA,NA,18.675,18.675,10.9627112774292,-94.7366666666667,NA,NA,NA,NA,1,1
"Roy Helu","RB","WAS",304,180.9,105,18.5875,25.55,52.4075,53.575,18.5875,37.4466666666667,36.9170030300108,-94.8241666666667,17.1,18.0842540856219,5.56711665603154,NA,1,1
"Cierre Wood","RB","HOU",305,NA,106,18.4,NA,NA,NA,18.4,9.2,10.9688841677412,-95.0116666666667,NA,NA,NA,NA,1,1
"Lance Dunbar","RB","DAL",306,NA,107,17.5375,23.125,NA,29.275,17.5375,23.1458333333333,20.7224377868052,-95.8741666666667,NA,5.87099597598227,3.03059938362902,NA,1,1
"Chase Coffman","TE",NA,307,NA,72,17.625,NA,NA,NA,17.625,17.625,10.9891381267511,-95.9291666666667,NA,NA,NA,NA,1,1
"Lawrence Vickers","RB",NA,308,NA,108,17.25,NA,NA,NA,17.25,17.25,11.000452842646,-96.1616666666667,NA,NA,NA,NA,1,1
"Le'Ron McClain","RB","SD",309,NA,109,17.1875,15.825,NA,11.25,17.1875,14.7541666666667,17.6035411582197,-96.2241666666667,NA,3.11022339765704,2.38420159763154,NA,1,1
"Stepfan Taylor","RB","ARI",310,193,110,17.1375,12.9,52.945,16.95,17.1375,24.8997916666667,24.7993900941075,-96.2741666666667,40.2,18.7434725721383,8.23321763984076,NA,1,1
"Quinton Patton","WR","SF",311,190.7,99,47.575,56.125,NA,56.45,47.575,53.3833333333333,40.3236357592029,-96.85,44.3,5.03278832590179,7.08763803511414,NA,1,1
"Jake Ballard","TE",NA,312,NA,73,16.675,NA,NA,NA,16.675,16.675,11.0197203303393,-96.8791666666667,NA,NA,NA,NA,1,1
"Andre Ellington","RB","ARI",313,181.5,111,16.25,26,45.625,NA,16.25,29.2916666666667,22.084535170181,-97.1616666666667,35.2,14.9615827482701,7.23010441042069,NA,1,1
"Jordan Shipley","WR","JAC",314,NA,100,47.25,61.625,65.1625,28.5,47.25,50.634375,53.5306292045963,-97.175,NA,16.6657813566951,5.55805326563031,NA,1,1
"Armando Allen","RB","CHI",315,NA,112,15.95,15.45,30.23,NA,15.95,20.5433333333333,19.1276076342153,-97.4616666666667,NA,8.39262374548826,3.62100462747828,NA,1,1
"Jed Collins","RB","NO",316,NA,113,15.875,NA,18.5925,NA,15.875,17.23375,14.0377385056794,-97.5366666666667,NA,1.92156267787444,2.10589266932577,NA,1,1
"Matt Asiata","RB",NA,316,NA,113,15.875,NA,NA,NA,15.875,15.875,11.0503901206677,-97.5366666666667,NA,NA,NA,NA,1,1
"Steve Maneri","TE",NA,318,NA,74,15.75,NA,NA,NA,15.75,15.75,11.0555883137145,-97.8041666666667,NA,NA,NA,NA,1,1
"Da'Rel Scott","RB","NYG",319,NA,115,15.57,7.25,NA,NA,15.57,11.41,12.9662370556551,-97.8416666666667,NA,5.88312841947208,3.03344003217506,NA,1,1
"Ladarius Green","TE",NA,320,NA,75,14.9125,NA,NA,NA,14.9125,14.9125,11.0932469525735,-98.6416666666667,NA,NA,NA,NA,1,1
"Julian Edelman","WR","NE",321,NA,101,45.6325,63.625,NA,48.75,45.6325,52.6691666666667,39.7119205072689,-98.7925,NA,9.61521786457974,3.90725860506367,NA,1,1
"Michael Robinson","RB","SEA",322,NA,116,14.45,NA,NA,11.85,14.45,13.15,13.4247628184929,-98.9616666666667,NA,1.83847763108502,2.08643942253687,NA,1,1
"Will Johnson","RB",NA,323,NA,117,13.875,NA,NA,NA,13.875,13.875,11.1467300193995,-99.5366666666667,NA,NA,NA,NA,1,1
"Tashard Choice","RB","BUF",324,NA,118,13.2575,9.825,NA,10.7,13.2575,10.9275,16.2554556609182,-100.154166666667,NA,1.78365203538508,2.07360274632722,NA,1,1
"Allen Reisner","TE",NA,325,NA,76,13.125,NA,NA,NA,13.125,13.125,11.1901003269155,-100.429166666667,NA,NA,NA,NA,1,1
"Jacob Hester","RB",NA,326,NA,119,12.7,NA,NA,NA,12.7,12.7,11.2164304810377,-100.711666666667,NA,NA,NA,NA,1,1
"James Hanna","TE",NA,327,NA,77,12.7375,NA,NA,NA,12.7375,12.7375,11.2140562030058,-100.816666666667,NA,NA,NA,NA,1,1
"Marcus Thigpen","RB",NA,328,NA,120,12.45,NA,NA,NA,12.45,12.45,11.2325114034411,-100.961666666667,NA,NA,NA,NA,1,1
"Erik Lorig","RB",NA,329,NA,121,12.375,NA,NA,NA,12.375,12.375,11.2374212774271,-101.036666666667,NA,NA,NA,NA,1,1
"Travis Benjamin","WR","CLE",330,NA,102,43.35,NA,NA,55.25,43.35,49.3,22.2267020226587,-101.075,NA,8.41457069611991,3.62614321093462,NA,1,1
"Mohamed Massaquoi","WR","JAC",331,NA,103,43.3375,44.375,NA,NA,43.3375,43.85625,22.9924653950928,-101.0875,NA,0.733623285481044,1.82775263013134,NA,1,1
"Michael Cox","RB",NA,332,NA,122,12.1,NA,NA,NA,12.1,12.1,11.2557621481652,-101.311666666667,NA,NA,NA,NA,1,1
"Matthew Mulligan","TE",NA,333,NA,78,12.1875,NA,NA,NA,12.1875,12.1875,11.249868803023,-101.366666666667,NA,NA,NA,NA,1,1
"Terrance Williams","WR","DAL",334,NA,104,42.9625,57.25,74.45,80.825,42.9625,64.9302083333333,64.8827148197975,-101.4625,NA,17.1304443140227,5.66684785059892,NA,1,1
"Anthony Dixon","RB",NA,335,NA,123,11.7,NA,NA,NA,11.7,11.7,11.2833879326486,-101.711666666667,NA,NA,NA,NA,1,1
"Cedric Peerman","RB",NA,336,NA,124,11.5,NA,NA,NA,11.5,11.5,11.2976222268098,-101.911666666667,NA,NA,NA,NA,1,1
"Anthony Allen","RB","BAL",337,NA,125,11.3625,7.15,NA,NA,11.3625,9.25625,12.9700189746977,-102.049166666667,NA,2.97868731574833,2.35340419229938,NA,1,1
"Michael Hoomanawanui","TE",NA,338,NA,79,11.3875,NA,NA,NA,11.3875,11.3875,11.3057524748691,-102.166666666667,NA,NA,NA,NA,1,1
"Joe McKnight","RB","NYJ",339,NA,126,11.1125,12.4,NA,35.7,11.1125,19.7375,16.1507290928329,-102.299166666667,NA,13.8389114004679,4.89617966714775,NA,1,1
"Evan Rodriguez","TE","CHI",340,NA,80,11.0625,NA,NA,8,11.0625,9.53125,12.9936270063149,-102.491666666667,NA,2.1655145173838,2.16301071308891,NA,1,1
"Rex Burkhead","RB","CIN",341,NA,127,10.825,16.25,NA,NA,10.825,13.5375,13.33565173462,-102.586666666667,NA,3.83605428793702,2.55414514320608,NA,1,1
"Nate Washington","WR","TEN",342,182.8,105,40.85,61.95,72.0625,109,40.85,71.090625,69.6239883064208,-103.575,14.6,28.49590134088,6.50580332708451,NA,1,1
"Levine Toilolo","TE",NA,343,NA,81,9.8125,NA,NA,NA,9.8125,9.8125,11.4289093417761,-103.741666666667,NA,NA,NA,NA,1,1
"Kyle Adams","TE",NA,344,NA,82,9.75,NA,NA,NA,9.75,9.75,11.4341559178068,-103.804166666667,NA,NA,NA,NA,1,1
"Lee Smith","TE",NA,345,NA,83,9.6875,NA,NA,NA,9.6875,9.6875,11.4394299288583,-103.866666666667,NA,NA,NA,NA,1,1
"D.J. Williams","TE",NA,346,NA,84,9.5,NA,NA,NA,9.5,9.5,11.4554165721377,-104.054166666667,NA,NA,NA,NA,1,1
"Alex Green","RB","GB",347,NA,128,9.245,14.65,24.1425,NA,9.245,15.9625,16.8366755410761,-104.166666666667,NA,7.54162988020494,3.42175585387945,NA,1,1
"Michael Egnew","TE",NA,348,NA,85,9.375,NA,NA,NA,9.375,9.375,11.4662115094279,-104.179166666667,NA,NA,NA,NA,1,1
"Niles Paul","TE",NA,349,NA,86,9.25,NA,NA,NA,9.25,9.25,11.4771161868014,-104.304166666667,NA,NA,NA,NA,1,1
"Kenjon Barner","RB","CAR",350,NA,129,9,NA,NA,NA,9,4.5,11.4992547617979,-104.411666666667,NA,NA,NA,NA,1,1
"Louis Murphy","WR","NYG",351,NA,106,39.875,42.1,NA,44.25,39.875,42.075,32.540197829414,-104.55,NA,2.18760714023336,2.16818340373679,NA,1,1
"Chris Polk","RB","PHI",352,NA,130,8.6375,12.375,NA,NA,8.6375,10.50625,13.0493234316648,-104.774166666667,NA,2.64281159468472,2.2747634074081,NA,1,1
"Ben Hartsock","TE",NA,353,NA,87,8.75,NA,NA,NA,8.75,8.75,11.5218322971273,-104.804166666667,NA,NA,NA,NA,1,1
"Mike McNeill","TE",NA,354,NA,88,8.625,NA,NA,NA,8.625,8.625,11.5332856749168,-104.929166666667,NA,NA,NA,NA,1,1
"Rhett Ellison","TE",NA,354,NA,88,8.625,NA,NA,NA,8.625,8.625,11.5332856749168,-104.929166666667,NA,NA,NA,NA,1,1
"Brett Brackett","TE",NA,356,NA,90,8.5,NA,NA,NA,8.5,8.5,11.5448487927895,-105.054166666667,NA,NA,NA,NA,1,1
"Tommy Gallarda","TE",NA,357,NA,91,8.375,NA,NA,NA,8.375,8.375,11.5565216507454,-105.179166666667,NA,NA,NA,NA,1,1
"Orson Charles","TE",NA,358,NA,92,8,NA,NA,NA,8,8,11.5921986651124,-105.554166666667,NA,NA,NA,NA,1,1
"Tommy Streeter","WR","BAL",359,NA,107,38.7125,48.125,NA,NA,38.7125,43.41875,22.1809715249561,-105.7125,NA,6.65564257791838,3.21431383742501,NA,1,1
"Bear Pascoe","TE",NA,360,NA,93,7.75,NA,NA,NA,7.75,7.75,11.6165320417731,-105.804166666667,NA,NA,NA,NA,1,1
"Garrett Celek","TE",NA,360,NA,93,7.75,NA,NA,NA,7.75,7.75,11.6165320417731,-105.804166666667,NA,NA,NA,NA,1,1
"Will Ta'ufo'ou","RB",NA,362,NA,131,7.6,NA,NA,NA,7.6,7.6,11.6313427687293,-105.811666666667,NA,NA,NA,NA,1,1
"Anthony Sherman","RB",NA,363,NA,132,7.575,NA,NA,NA,7.575,7.575,11.6338265868336,-105.836666666667,NA,NA,NA,NA,1,1
"Doug Baldwin","WR","SEA",364,194.7,108,38.5875,42.625,NA,NA,38.5875,40.60625,21.3279342956638,-105.8375,3.4,2.85494362904068,2.24882301703012,NA,1,1
"Richie Brockel","TE",NA,365,NA,95,7.625,NA,NA,NA,7.625,7.625,11.6288633402282,-105.929166666667,NA,NA,NA,NA,1,1
"Weslye Saunders","TE",NA,365,NA,95,7.625,NA,NA,NA,7.625,7.625,11.6288633402282,-105.929166666667,NA,NA,NA,NA,1,1
"Greg Jones","RB",NA,367,NA,133,7.375,NA,NA,NA,7.375,7.375,11.6538551573882,-106.036666666667,NA,NA,NA,NA,1,1
"Ryan Griffin","TE",NA,368,NA,97,7.3125,NA,NA,NA,7.3125,7.3125,11.6601716992301,-106.241666666667,NA,NA,NA,NA,1,1
"Gary Barnidge","TE",NA,369,NA,98,7.125,NA,NA,NA,7.125,7.125,11.6792859348809,-106.429166666667,NA,NA,NA,NA,1,1
"Darius Reynaud","RB",NA,370,NA,134,6.95,NA,NA,NA,6.95,6.95,11.6973486605239,-106.461666666667,NA,NA,NA,NA,1,1
"Dorin Dickerson","RB",NA,371,NA,135,6.75,NA,NA,NA,6.75,6.75,11.7182551517441,-106.661666666667,NA,NA,NA,NA,1,1
"Quinn Johnson","RB",NA,372,NA,136,6.725,NA,NA,NA,6.725,6.725,11.7208882163617,-106.686666666667,NA,NA,NA,NA,1,1
"Dion Sims","TE",NA,373,NA,99,6.75,NA,NA,NA,6.75,6.75,11.7182551517441,-106.804166666667,NA,NA,NA,NA,1,1
"Edwin Baker","RB",NA,374,NA,137,6.4,NA,NA,NA,6.4,6.4,11.7555175102921,-107.011666666667,NA,NA,NA,NA,1,1
"Kerwynn Williams","RB","IND",375,NA,138,6.275,NA,NA,NA,6.275,3.1375,11.7690340016459,-107.136666666667,NA,NA,NA,NA,1,1
"Jeremy Stewart","RB",NA,376,NA,139,6.2,NA,NA,NA,6.2,6.2,11.7771965716981,-107.211666666667,NA,NA,NA,NA,1,1
"James Starks","RB","GB",377,194,140,5.775,5.775,NA,27,5.775,12.85,12.9382928858219,-107.636666666667,2.5,12.2542594635498,3.24831743888977,NA,1,1
"D.C. Jefferson","TE",NA,378,NA,100,5.8125,NA,NA,NA,5.8125,5.8125,11.8199992096784,-107.741666666667,NA,NA,NA,NA,1,1
"Ben Obomanu","WR","SEA",379,NA,109,36.625,NA,NA,30.75,36.625,33.6875,18.0236236292511,-107.8,NA,4.15425233947097,2.62864693941887,NA,1,1
"Nate Byham","TE",NA,380,NA,101,5.75,NA,NA,NA,5.75,5.75,11.8270016270405,-107.804166666667,NA,NA,NA,NA,1,1
"Ray Graham","RB","HOU",381,NA,141,5.3,NA,NA,NA,5.3,2.65,11.8782289138612,-108.111666666667,NA,NA,NA,NA,1,1
"Jalen Parmele","RB",NA,382,NA,142,5.2,NA,NA,NA,5.2,5.2,11.8898058979233,-108.211666666667,NA,NA,NA,NA,1,1
"Theo Riddick","RB",NA,383,NA,143,5.1,NA,NA,NA,5.1,5.1,11.9014531156388,-108.311666666667,NA,NA,NA,NA,1,1
"Jonathan Grimes","RB",NA,384,NA,144,4.9,NA,NA,NA,4.9,4.9,11.9249582520294,-108.511666666667,NA,NA,NA,NA,1,1
"Julius Thomas","TE",NA,385,NA,102,5,NA,NA,NA,5,5,11.9131705670075,-108.554166666667,NA,NA,NA,NA,1,1
"Bradie Ewing","RB",NA,386,NA,145,4.5,NA,NA,NA,4.5,4.5,11.9728113286496,-108.911666666667,NA,NA,NA,NA,1,1
"Chris Thompson","RB","WAS",386,NA,145,4.5,NA,NA,NA,4.5,2.25,11.9728113286496,-108.911666666667,NA,NA,NA,NA,1,1
"Harvey Unga","RB",NA,386,NA,145,4.5,NA,NA,NA,4.5,4.5,11.9728113286496,-108.911666666667,NA,NA,NA,NA,1,1
"Phillip Tanner","RB","DAL",389,NA,148,4.4,NA,24.8325,NA,4.4,14.61625,10.9842898244572,-109.011666666667,NA,14.4479593065941,5.03878004690277,NA,1,1
"Keshawn Martin","WR","HOU",390,NA,110,34.9925,20,NA,36.375,34.9925,30.4558333333333,24.9876539910848,-109.4325,NA,9.08136358612149,3.78226380239505,NA,1,1
"Chris Pressley","RB",NA,391,NA,149,3.875,NA,NA,NA,3.875,3.875,12.0498314325744,-109.536666666667,NA,NA,NA,NA,1,1
