"name","pos","team","overallRank","pick","positionRank","projections","projectedPts_espn","projectedPts_cbs","projectedPts_nfl","projectedPts_fp","projectedPtsAvg","projectedPtsLatent","vor","sdPick","sdPts","risk","avgCost","projectedCost","inflatedCost"
"Michael Smith","RB",NA,392,NA,150,3.8,NA,NA,NA,3.8,3.8,12.0592582083852,-109.611666666667,NA,NA,NA,NA,1,1
"Marvin Jones","WR","CIN",393,173.7,111,34.8075,37.775,NA,23.625,34.8075,32.0691666666667,26.4609255213592,-109.6175,18.4,7.46186820329422,4.46926944109179,NA,1,1
"Antone Smith","RB",NA,394,NA,151,3.6,NA,NA,NA,3.6,3.6,12.0845894197603,-109.811666666667,NA,NA,NA,NA,1,1
"Damien Berry","RB",NA,394,NA,151,3.6,NA,NA,NA,3.6,3.6,12.0845894197603,-109.811666666667,NA,NA,NA,NA,1,1
"Jerome Felton","RB",NA,396,NA,153,3.5,NA,NA,NA,3.5,3.5,12.0973603759278,-109.911666666667,NA,NA,NA,NA,1,1
"Owen Marecic","RB","CLE",396,NA,153,3.5,NA,NA,14.625,3.5,9.0625,11.6153276769028,-109.911666666667,NA,7.86656294070034,3.49783456190147,NA,1,1
"Terrance Ganaway","RB","STL",398,NA,155,2.45,NA,NA,NA,2.45,1.225,12.2356957725012,-110.961666666667,NA,NA,NA,NA,1,1
"Cyrus Gray","RB","KC",399,NA,156,2.25,NA,NA,NA,2.25,1.125,12.2629232925142,-111.161666666667,NA,NA,NA,NA,1,1
"Josh Boyce","WR","NE",400,NA,112,32.4625,35.25,NA,39,32.4625,35.5708333333333,28.1452450270129,-111.9625,NA,3.28053762108185,2.424078383503,NA,1,1
"Stedman Bailey","WR","STL",401,NA,113,32.3625,41.625,NA,67.325,32.3625,46.9375,32.407489079437,-112.0625,NA,18.1138083263386,5.89708931466627,NA,1,1
"Geno Smith","QB","NYJ",402,213,31,96.688,103.54,126.118,131.26,96.688,113.009833333333,118.145083213079,-112.19,55.9,16.8644167702296,9.77281385282979,NA,1,1
"Tandon Doss","WR","BAL",403,NA,114,31.0625,NA,NA,34.25,31.0625,32.65625,17.202126529007,-113.3625,NA,2.25390286503212,2.18370565648135,NA,1,1
"Beanie Wells","RB","FA",404,161,157,0,40.225,NA,NA,0,40.225,8.24810754893832,-113.411666666667,25,28.4433702732289,7.66523131403159,NA,1,1
"Brandon Jacobs","RB","FA",404,NA,157,0,NA,NA,NA,0,0,12.588591043338,-113.411666666667,NA,NA,NA,NA,1,1
"Cedric Benson","RB","FA",404,177.5,157,0,57.725,NA,NA,0,57.725,7.4832769338642,-113.411666666667,11.1,40.8177389439935,7.55603791404237,NA,1,1
"Jackie Battle","RB","FA",404,NA,157,0,NA,NA,NA,0,0,12.588591043338,-113.411666666667,NA,NA,NA,NA,1,1
"Jamie Harper","RB","TEN",404,NA,157,0,NA,NA,NA,0,28.5,8.47373904810735,-113.411666666667,NA,NA,NA,NA,1,1
"Javon Ringer","RB","FA",404,NA,157,0,NA,NA,NA,0,0,12.588591043338,-113.411666666667,NA,NA,NA,NA,1,1
"Jorvorskie Lane","RB","MIA",404,NA,157,0,NA,27.12,NA,0,27.12,9.04152309164556,-113.411666666667,NA,19.1767359057792,6.14595951839846,NA,1,1
"Kyle Juszczyk","RB",NA,404,NA,157,0,NA,NA,NA,0,0,12.588591043338,-113.411666666667,NA,NA,NA,NA,1,1
"Marcus Lattimore","RB","SF",404,NA,157,0,NA,NA,NA,0,0,12.588591043338,-113.411666666667,NA,NA,NA,NA,1,1
"Michael Turner","RB","FA",404,148.1,157,0,76.225,NA,NA,0,76.225,7.41545271511808,-113.411666666667,24,53.8992143959446,10.53322838287,1,2,2
"Montell Owens","RB","JAC",404,NA,157,0,NA,NA,NA,0,11.5,10.8715395523612,-113.411666666667,NA,NA,NA,NA,1,1
"Peyton Hillis","RB","FA",404,164.6,157,0,19.075,NA,NA,0,19.075,10.0816076620167,-113.411666666667,27.9,13.4880618511334,6.23945596408378,NA,1,1
"Ronnie Wingo","RB",NA,404,NA,157,0,NA,NA,NA,0,0,12.588591043338,-113.411666666667,NA,NA,NA,NA,1,1
"Shaun Chapas","RB","DET",404,NA,157,0,NA,NA,NA,0,12.5,10.7258542958381,-113.411666666667,NA,NA,NA,NA,1,1
"Stanley Havili","RB","IND",404,NA,157,0,NA,NA,NA,0,6,11.6831718699466,-113.411666666667,NA,NA,NA,NA,1,1
"Taiwan Jones","RB","OAK",404,NA,157,0,NA,NA,NA,0,17.625,9.98831704325465,-113.411666666667,NA,NA,NA,NA,1,1
"Anthony McCoy","TE","SEA",420,NA,103,0,NA,35.2125,NA,0,35.2125,8.21268562468902,-113.554166666667,NA,24.8989975325313,7.48575015362521,NA,1,1
"Brody Eldridge","TE",NA,420,NA,103,0,NA,NA,NA,0,0,12.588591043338,-113.554166666667,NA,NA,NA,NA,1,1
"Clay Harbor","TE","PHI",420,NA,103,0,NA,NA,NA,0,8.5,11.3120739479584,-113.554166666667,NA,NA,NA,NA,1,1
"David Johnson","TE",NA,420,NA,103,0,NA,NA,NA,0,0,12.588591043338,-113.554166666667,NA,NA,NA,NA,1,1
"David Thomas","TE","NO",420,NA,103,0,NA,NA,NA,0,33.875,7.75047420861551,-113.554166666667,NA,NA,NA,NA,1,1
"Kevin Boss","TE","KC",420,NA,103,0,NA,NA,NA,0,0,12.588591043338,-113.554166666667,NA,NA,NA,NA,1,1
"Ryan Taylor","TE",NA,420,NA,103,0,NA,NA,NA,0,0,12.588591043338,-113.554166666667,NA,NA,NA,NA,1,1
"Kris Durham","WR","DET",427,NA,115,29.625,NA,NA,22.125,29.625,25.875,15.8468051143574,-114.8,NA,5.30330085889911,2.89768120352063,NA,1,1
"LaVon Brazill","WR","IND",428,NA,116,28.8125,NA,NA,38.875,28.8125,33.84375,16.9194612491512,-115.6125,NA,7.11526198568963,3.32192754306571,NA,1,1
"Brad Smith","WR",NA,429,NA,117,28.375,NA,NA,NA,28.375,28.375,11.0847582361974,-116.05,NA,NA,NA,NA,1,1
"Eddie Royal","WR","SD",430,NA,118,27.4875,NA,NA,52.125,27.4875,39.80625,16.8275661277373,-116.9375,NA,17.4213433214836,5.73495794262455,NA,1,1
"Lestar Jean","WR","HOU",431,NA,119,26.7875,38.625,NA,NA,26.7875,32.70625,17.6325165725468,-117.6375,NA,8.37037652229576,3.6157957392384,NA,1,1
"Da'Rick Rogers","WR","BUF",432,NA,120,26.75,NA,NA,NA,26.75,13.375,11.0182323641247,-117.675,NA,NA,NA,NA,1,1
"Marquise Goodwin","WR","BUF",433,NA,121,26.0075,21.15,NA,44.125,26.0075,30.2608333333333,23.4435903272261,-118.4175,NA,12.1084663046151,4.49101921042227,NA,1,1
"Corey Fuller","WR","DET",434,NA,122,25.2125,43.125,NA,NA,25.2125,34.16875,17.5256651226119,-119.2125,NA,12.666050218004,4.62156998811112,NA,1,1
"Rishard Matthews","WR","MIA",435,NA,123,24.5,NA,NA,39.875,24.5,32.1875,15.8071177242317,-119.925,NA,10.8717667607432,4.20146263724453,NA,1,1
"Arrelious Benn","WR",NA,436,NA,124,22.625,NA,NA,NA,22.625,22.625,10.9326517197102,-121.8,NA,NA,NA,NA,1,1
"Donald Jones","WR","NE",437,178.5,125,21.75,NA,60.7875,NA,21.75,41.26875,16.4155278454678,-122.675,7.5,27.6036809705699,5.60562168863304,NA,1,1
"Kevin Ogletree","WR","TB",438,NA,126,21.0675,19.425,59.0875,40.625,21.0675,35.1954166666667,34.6654020211283,-123.3575,NA,18.6952129010789,6.03321737998808,NA,1,1
"Ryan Swope","WR","ARI",439,NA,127,20.8125,NA,NA,35.125,20.8125,27.96875,14.824172432151,-123.6125,NA,10.1204658057325,4.02555561840877,NA,1,1
"Cole Beasley","WR",NA,440,NA,128,20.5625,NA,NA,NA,20.5625,20.5625,10.9346765039828,-123.8625,NA,NA,NA,NA,1,1
"Jerricho Cotchery","WR","PIT",441,NA,129,20.4375,NA,67.0375,40.875,20.4375,42.7833333333333,26.9202929217803,-123.9875,NA,23.358538098163,7.12507228554864,NA,1,1
"Mike Thomas","WR","DET",442,NA,130,20,NA,NA,36.5,20,28.25,14.5893232137528,-124.425,NA,11.667261889578,4.38771712777652,NA,1,1
"Clyde Gates","WR",NA,443,NA,131,19.875,NA,NA,NA,19.875,19.875,10.9419907071076,-124.55,NA,NA,NA,NA,1,1
"Deonte Thompson","WR",NA,443,NA,131,19.875,NA,NA,NA,19.875,19.875,10.9419907071076,-124.55,NA,NA,NA,NA,1,1
"Robert Meachem","WR","SD",445,176.8,133,19.2825,31.225,NA,41.875,19.2825,30.7941666666667,23.3021015029498,-125.1425,10.7,11.3024102333676,4.05589928146878,NA,1,1
"Michael Crabtree","WR","SF",446,131.1,134,18.6875,NA,65.5125,NA,18.6875,42.1,15.2523870498712,-125.7375,39.75,33.1102750290601,9.86468081977469,1,2,2
"Justin Brown","WR","PIT",447,NA,135,18.5,NA,NA,35.25,18.5,26.875,14.2045812503963,-125.925,NA,11.8440385848747,4.4291070145614,NA,1,1
"Kealoha Pilares","WR",NA,448,NA,136,18.375,NA,NA,NA,18.375,18.375,10.9694716772078,-126.05,NA,NA,NA,NA,1,1
"Nick Toon","WR","NO",449,NA,137,17.6625,18.375,NA,NA,17.6625,18.01875,14.3836997030029,-126.7625,NA,0.503813581595414,1.77394577731098,NA,1,1
"Andre Caldwell","WR","DEN",450,NA,138,17.625,NA,NA,31.625,17.625,24.625,14.0673803358103,-126.8,NA,9.89949493661167,3.97381825992766,NA,1,1
"Ace Sanders","WR","JAC",451,NA,139,17.08,24.5,NA,70.775,17.08,37.285,20.9629658682464,-127.345,NA,29.0963487113647,8.46850350692667,NA,1,1
"Tavarres King","WR","DEN",452,NA,140,16.875,NA,NA,32.625,16.875,24.75,13.8427284535484,-127.55,NA,11.1369318036881,4.26354746742186,NA,1,1
"Chris Harper","WR","SEA",453,NA,141,15.3125,NA,NA,26.75,15.3125,21.03125,13.6493616198069,-129.1125,NA,8.08753380982114,3.54957192038258,NA,1,1
"Riley Cooper","WR",NA,454,NA,142,14.375,NA,NA,NA,14.375,14.375,11.1200112827195,-130.05,NA,NA,NA,NA,1,1
"David Nelson","WR","CLE",455,NA,143,13.875,NA,NA,23.5,13.875,18.6875,13.4405452885692,-130.55,NA,6.80590276892052,3.24949524119216,NA,1,1
"Blaine Gabbert","QB","JAC",456,NA,32,78.278,66.1,150.082,106.8,78.278,99.0066666666667,108.389561773567,-130.6,NA,37.3055183942894,10.3905702318647,NA,1,1
"Ted Ginn Jr.","WR",NA,457,NA,144,13.125,NA,NA,NA,13.125,13.125,11.1901003269155,-131.3,NA,NA,NA,NA,1,1
"Jarrett Boykin","WR",NA,458,NA,145,12.5,NA,NA,NA,12.5,12.5,11.2292601021338,-131.925,NA,NA,NA,NA,1,1
"Kenny Stills","WR","NO",459,NA,146,12.4625,11.875,NA,47.75,12.4625,24.0291666666667,15.8034995765911,-131.9625,NA,20.544944380147,6.46630713977004,NA,1,1
"Aldrick Robinson","WR","WAS",460,NA,147,12.0625,NA,NA,41.875,12.0625,26.96875,11.791775318952,-132.3625,NA,21.0806209141239,6.59172859907168,NA,1,1
"Stephen Burton","WR",NA,461,NA,148,11.875,NA,NA,NA,11.875,11.875,11.2711633794323,-132.55,NA,NA,NA,NA,1,1
"Derek Hagan","WR","OAK",462,NA,149,11.125,NA,NA,46.625,11.125,28.875,11.0703664921061,-133.3,NA,25.1022907321224,7.53334852342783,NA,1,1
"Kevin Walter","WR","TEN",463,NA,150,10.75,NA,NA,45,10.75,27.875,11.0501674796426,-133.675,NA,24.2184072556393,7.3263990895034,NA,1,1
"Devon Wylie","WR",NA,464,NA,151,10.625,NA,NA,NA,10.625,10.625,11.3632004402697,-133.8,NA,NA,NA,NA,1,1
"Marquess Wilson","WR","CHI",465,NA,152,10.25,NA,NA,30.375,10.25,20.3125,12.0639207124007,-134.175,NA,14.2305239713793,4.98787048615736,NA,1,1
"Jordan White","WR",NA,466,NA,153,10,NA,NA,NA,10,10,11.4133342238088,-134.425,NA,NA,NA,NA,1,1
"Anthony Armstrong","WR",NA,467,NA,154,9.625,NA,NA,NA,9.625,9.625,11.4447313749307,-134.8,NA,NA,NA,NA,1,1
"Plaxico Burress","WR","PIT",467,NA,154,9.625,NA,NA,82.375,9.625,46,7.65533340748084,-134.8,NA,51.4420183313213,13.7004416543758,NA,1,1
"Chad Henne","QB","JAC",469,NA,33,74.02,60.54,107.342,NA,74.02,60.1671666666667,68.5637561957344,-134.858,NA,24.091814958612,7.29675920494167,NA,1,1
"Brice Butler","WR","OAK",470,NA,156,9.375,NA,NA,23,9.375,16.1875,12.4015511518449,-135.05,NA,9.63432989366671,3.91173342975033,NA,1,1
"DeVier Posey","WR","HOU",471,NA,157,9,NA,NA,29.25,9,19.125,11.7639095827266,-135.425,NA,14.3189123190276,5.0085654295498,NA,1,1
"Kevin Cone","WR",NA,472,NA,158,8.875,NA,NA,NA,8.875,8.875,11.510488659421,-135.55,NA,NA,NA,NA,1,1
"Devin Hester","WR","CHI",473,NA,159,8.75,NA,NA,54.625,8.75,31.6875,9.3893657705429,-135.675,NA,32.4385235869329,9.25102882500058,NA,1,1
"Alan Bonner","WR",NA,474,NA,160,8.625,NA,NA,NA,8.625,8.625,11.5332856749168,-135.8,NA,NA,NA,NA,1,1
"Ramses Barden","WR","NYG",475,NA,161,8.5,NA,NA,49.375,8.5,28.9375,9.7429111177612,-135.925,NA,28.9029896810001,8.42323108930287,NA,1,1
"Austin Pettis","WR","STL",476,NA,162,8.4375,NA,NA,41.125,8.4375,24.78125,10.472991836594,-135.9875,NA,23.1135529100353,7.06771229709786,NA,1,1
"Drew Davis","WR",NA,477,NA,163,8.375,NA,NA,NA,8.375,8.375,11.5565216507454,-136.05,NA,NA,NA,NA,1,1
"Brandon Tate","WR","CIN",478,NA,164,8.125,NA,NA,27.5,8.125,17.8125,11.6446777996559,-136.3,NA,13.7001938854894,4.8637008258027,NA,1,1
"Laron Byrd","WR",NA,479,NA,165,8,NA,NA,NA,8,8,11.5921986651124,-136.425,NA,NA,NA,NA,1,1
"Kyle Williams","WR","SF",480,NA,166,7.8125,NA,NA,73.375,7.8125,40.59375,7.33927613062315,-136.6125,NA,46.359688341543,12.5104824093103,NA,1,1
"Nathan Palmer","WR",NA,481,NA,167,7.5,NA,NA,NA,7.5,7.5,11.6413043787666,-136.925,NA,NA,NA,NA,1,1
"Armon Binns","WR",NA,482,NA,168,7.125,NA,NA,NA,7.125,7.125,11.6792859348809,-137.3,NA,NA,NA,NA,1,1
"David Reed","WR","BAL",483,NA,169,6.375,NA,NA,33.875,6.375,20.125,10.3942047310481,-138.05,NA,19.4454364826301,6.20887214631149,NA,1,1
"Aaron Mellette","WR",NA,484,NA,170,5.625,NA,NA,NA,5.625,5.625,11.841088766827,-138.8,NA,NA,NA,NA,1,1
"Michael Jenkins","WR","NE",484,NA,170,5.625,NA,NA,42.75,5.625,24.1875,9.1528160180543,-138.8,NA,26.2513392515506,7.80238278752959,NA,1,1
"Brandon Lloyd","WR","FA",486,148,172,0,130,NA,NA,0,130,11.5408846713818,-144.425,24,91.9238815542512,14.9847107065844,1.2,2,2
"Braylon Edwards","WR","NYJ",486,NA,172,0,NA,NA,NA,0,49.625,5.72759036976203,-144.425,NA,NA,NA,NA,1,1
"Charles Johnson","WR","GB",486,NA,172,0,NA,NA,NA,0,33.875,7.75047420861551,-144.425,NA,NA,NA,NA,1,1
"Chaz Schilens","WR","NYJ",486,NA,172,0,NA,NA,NA,0,28.375,8.49075845693653,-144.425,NA,NA,NA,NA,1,1
"Cobi Hamilton","WR","CIN",486,NA,172,0,NA,NA,NA,0,57.875,4.72538187887443,-144.425,NA,NA,NA,NA,1,1
"Courtney Roby","WR","NO",486,NA,172,0,NA,NA,NA,0,45.875,6.19618453140737,-144.425,NA,NA,NA,NA,1,1
"Deion Branch","WR","NE",486,NA,172,0,NA,NA,NA,0,35.75,7.50211315146817,-144.425,NA,NA,NA,NA,1,1
"Deon Butler","WR","SD",486,NA,172,0,NA,NA,NA,0,23.375,9.17896312610139,-144.425,NA,NA,NA,NA,1,1
"Devery Henderson","WR","NO",486,NA,172,0,NA,NA,NA,0,102.375,0,-144.425,NA,NA,NA,NA,1,1
"Devin Aromashodu","WR","MIN",486,NA,172,0,NA,NA,NA,0,25.5,8.88470512246545,-144.425,NA,NA,NA,NA,1,1
"Devin Thomas","WR",NA,486,NA,172,0,NA,NA,NA,0,0,12.588591043338,-144.425,NA,NA,NA,NA,1,1
"Eric Weems","WR","CHI",486,NA,172,0,NA,NA,NA,0,35.875,7.48562821903391,-144.425,NA,NA,NA,NA,1,1
"Jamar Newsome","WR",NA,486,NA,172,0,NA,NA,NA,0,0,12.588591043338,-144.425,NA,NA,NA,NA,1,1
"Josh Cribbs","WR","OAK",486,NA,172,0,NA,NA,NA,0,36.925,7.34751243282489,-144.425,NA,NA,NA,NA,1,1
"Kevin Dorsey","WR","GB",486,NA,172,0,NA,NA,NA,0,27.625,8.59306514727251,-144.425,NA,NA,NA,NA,1,1
"Laurent Robinson","WR","JAC",486,184.6,172,0,NA,NA,NA,0,60,4.47362833701965,-144.425,5.8,NA,2.71117370494257,NA,1,1
"Lavelle Hawkins","WR","NE",486,NA,172,0,NA,NA,NA,0,23.25,9.1963539507305,-144.425,NA,NA,NA,NA,1,1
"Matthew Slater","WR","NE",486,NA,172,0,NA,NA,NA,0,31.625,8.05119797701093,-144.425,NA,NA,NA,NA,1,1
"Randy Moss","WR","SF",486,188.5,172,0,NA,NA,NA,0,52.375,5.38913635457658,-144.425,4.7,NA,2.4646091896611,NA,1,1
"Richard Goodman","WR",NA,486,NA,172,0,NA,NA,NA,0,0,12.588591043338,-144.425,NA,NA,NA,NA,1,1
"Ryan Whalen","WR",NA,486,NA,172,0,NA,NA,NA,0,0,12.588591043338,-144.425,NA,NA,NA,NA,1,1
"Ted Ginn","WR","CAR",486,NA,172,0,NA,NA,NA,0,28.375,8.49075845693653,-144.425,NA,NA,NA,NA,1,1
"Terrance Copper","WR",NA,486,NA,172,0,NA,NA,NA,0,0,12.588591043338,-144.425,NA,NA,NA,NA,1,1
"Kevin Kolb","QB","BUF",509,227.3,34,63.602,97.08,64.83,87.72,63.602,77.8663333333333,81.0021405020764,-145.276,50.8,16.7222072705729,9.18458425518821,NA,1,1
"Mark Sanchez","QB","NYJ",510,NA,35,55.558,33.2,56.992,30.02,55.558,43.5258333333333,47.8957366506539,-153.32,NA,14.3113777929776,5.00680132156225,NA,1,1
"Matt Cassel","QB","MIN",511,NA,36,55.19,27.3,8.302,NA,55.19,22.423,25.3622747511267,-153.688,NA,23.5841071062697,7.17788623646025,NA,1,1
"Kirk Cousins","QB","WAS",512,NA,37,45.498,31.74,26.622,NA,45.498,25.8816666666667,29.0850309120427,-163.38,NA,9.762,3.94162566887202,NA,1,1
"Nick Foles","QB","PHI",513,NA,38,39.578,63.66,10.638,NA,39.578,37.5753333333333,28.4066857485899,-169.3,NA,26.5480658680314,7.87185733586637,NA,1,1
"Ryan Fitzpatrick","QB","TEN",514,181,39,39.32,NA,23.91,NA,39.32,31.615,18.0350892286438,-169.558,19,10.8965154980847,4.93860255485733,NA,1,1
"Jason Campbell","QB","CLE",515,NA,40,34.86,24.58,39.868,NA,34.86,24.552,27.2799578388378,-174.018,NA,7.79402985196575,3.48085191424057,NA,1,1
"Bruce Gradkowski","QB","PIT",516,NA,41,18.56,25.92,11.622,NA,18.56,18.3173333333333,18.786020292294,-190.318,NA,7.15003785537764,3.33006984545923,NA,1,1
"Tyler Wilson","QB","OAK",517,NA,42,16.66,NA,NA,-5,16.66,5.83,9.22632379483764,-192.218,NA,15.3159328805006,5.24200439101656,NA,1,1
"Chase Daniel","QB","KC",518,NA,43,14.522,NA,NA,NA,14.522,7.261,11.112489966762,-194.356,NA,NA,NA,NA,1,1
"Colt McCoy","QB",NA,519,NA,44,11.768,NA,NA,NA,11.768,11.768,11.2786122695387,-197.11,NA,NA,NA,NA,1,1
"Matt Moore","QB",NA,520,NA,45,10.798,NA,NA,NA,10.798,10.798,11.3498082108244,-198.08,NA,NA,NA,NA,1,1
"Terrelle Pryor","QB","OAK",521,NA,46,9.48,NA,46.51,33.82,9.48,29.9366666666667,19.5292822500085,-199.398,NA,18.8179550784174,6.06195581078205,NA,1,1
"Seneca Wallace","QB",NA,522,NA,47,8.24,NA,NA,NA,8.24,8.24,11.5692515973993,-200.638,NA,NA,NA,NA,1,1
"Domanique Davis","QB",NA,523,NA,48,7.81,NA,NA,NA,7.81,7.81,11.6106519981922,-201.068,NA,NA,NA,NA,1,1
"Drew Stanton","QB","ARI",524,NA,49,7.548,NA,6.51,NA,7.548,7.029,12.8633970821321,-201.33,NA,0.733976838871636,1.82783540990491,NA,1,1
"Josh Johnson","QB","CIN",525,NA,50,6.58,NA,NA,NA,6.58,3.29,11.7362465541208,-202.298,NA,NA,NA,NA,1,1
"Josh McCown","QB","CHI",526,NA,51,6.578,NA,5.282,NA,6.578,5.93,12.7752266457506,-202.3,NA,0.916410388417765,1.87054977306691,NA,1,1
"Kyle Orton","QB","DAL",527,NA,52,6.502,NA,2.31,NA,6.502,4.406,12.3772713754678,-202.376,NA,2.96419162673401,2.35001022158302,NA,1,1
"Tyrod Taylor","QB","BAL",528,NA,53,6.122,NA,7.142,NA,6.122,6.632,12.8120468743599,-202.756,NA,0.721248916810278,1.82485533805639,NA,1,1
"Matt Barkley","QB","PHI",529,NA,54,5.99,NA,39.722,NA,5.99,22.856,10.4074291080958,-202.888,NA,23.8521259429846,7.24063924408512,NA,1,1
"Shaun Hill","QB","DET",530,NA,55,3.81,NA,2.282,NA,3.81,2.03066666666667,12.5804977271209,-205.068,NA,1.08045916165304,1.90895958800328,NA,1,1
"Derek Anderson","QB","CAR",531,NA,56,2.97,NA,NA,NA,2.97,1.485,12.1662189944564,-205.908,NA,NA,NA,NA,1,1
"Dan Orlovsky","QB","TB",532,NA,57,1.78,NA,0.338,NA,1.78,1.059,12.4304843325685,-207.098,NA,1.019647978471,1.89472146694928,NA,1,1
"Matt Hasselbeck","QB","IND",533,NA,58,1.71,NA,NA,NA,1.71,0.855,12.3378408649412,-207.168,NA,NA,NA,NA,1,1
"Luke McCown","QB",NA,534,NA,59,1.582,NA,NA,NA,1.582,1.582,12.3558993672457,-207.296,NA,NA,NA,NA,1,1
"Graham Harrell","QB","GB",535,NA,60,1.578,NA,5.72,NA,1.578,3.649,12.2240482226106,-207.3,NA,2.92883628767468,2.34173224422605,NA,1,1
"Austin Davis","QB",NA,536,NA,61,1.52,NA,NA,NA,1.52,1.52,12.3646878219212,-207.358,NA,NA,NA,NA,1,1
"Brady Quinn","QB",NA,537,NA,62,1.498,NA,NA,NA,1.498,1.498,12.3678127954279,-207.38,NA,NA,NA,NA,1,1
"Charlie Whitehurst","QB","SD",538,NA,63,1.442,NA,5.392,NA,1.442,3.417,12.2303784080906,-207.436,NA,2.79307178568686,2.30994481117525,NA,1,1
"Ryan Mallett","QB","NE",539,NA,64,1.282,NA,2.108,NA,1.282,1.13,12.5677180992143,-207.596,NA,0.584070201260088,1.79273678591132,NA,1,1
"Brock Osweiler","QB","DEN",540,NA,65,1.2,NA,5.13,NA,1.2,3.165,12.200490293233,-207.678,NA,2.77892965006313,2.30663362023246,NA,1,1
"Ryan Nassib","QB",NA,541,NA,66,0.91,NA,NA,NA,0.91,0.91,12.4525943849437,-207.968,NA,NA,NA,NA,1,1
"Mike Glennon","QB",NA,542,NA,67,0.87,NA,NA,NA,0.87,0.87,12.4584500534814,-208.008,NA,NA,NA,NA,1,1
"Taylor Yates","QB",NA,542,NA,68,0.87,NA,NA,NA,0.87,0.87,12.4584500534814,-208.008,NA,NA,NA,NA,1,1
"David Carr","QB","NYG",544,NA,69,0.86,NA,0.308,NA,0.86,0.389333333333333,12.5437678804294,-208.018,NA,0.390322943214974,1.74737346999509,NA,1,1
"Kellen Clemens","QB","STL",545,NA,70,0.84,NA,NA,NA,0.84,0.42,12.4628491794181,-208.038,NA,NA,NA,NA,1,1
"John Skelton","QB",NA,546,NA,71,0.72,NA,NA,NA,0.72,0.72,12.4805088934532,-208.158,NA,NA,NA,NA,1,1
"B.J. Coleman","QB",NA,547,NA,72,0,NA,NA,NA,0,0,12.588591043338,-208.878,NA,NA,NA,NA,1,1
"Brian Hoyer","QB","CLE",547,NA,72,0,NA,3.102,NA,0,3.102,12.1228468709352,-208.878,NA,2.19344523524067,2.16955031520092,NA,1,1
"Byron Leftwich","QB","PIT",547,NA,72,0,NA,NA,NA,0,0,12.588591043338,-208.878,NA,NA,NA,NA,1,1
"Curtis Painter","QB","NYG",547,NA,72,0,NA,1.83,NA,0,1.83,12.3119535025426,-208.878,NA,1.29400540957138,1.95895857123942,NA,1,1
"David Garrard","QB","NYJ",547,NA,72,0,NA,7.59,NA,0,7.59,11.4764499576823,-208.878,NA,5.3669404692059,2.91258156276319,NA,1,1
"Dennis Dixon","QB","PHI",547,NA,72,0,NA,4.862,NA,0,4.862,11.8654894350182,-208.878,NA,3.43795317012899,2.46093511816652,NA,1,1
"Jeff Tuel","QB",NA,547,NA,72,0,NA,NA,NA,0,0,12.588591043338,-208.878,NA,NA,NA,NA,1,1
"Landry Jones","QB",NA,547,NA,72,0,NA,NA,NA,0,0,12.588591043338,-208.878,NA,NA,NA,NA,1,1
"Matt Leinart","QB","OAK",547,NA,72,0,NA,NA,NA,0,0,12.588591043338,-208.878,NA,NA,NA,NA,1,1
"Scott Tolzien","QB",NA,547,NA,72,0,NA,NA,NA,0,0,12.588591043338,-208.878,NA,NA,NA,NA,1,1
"T.J. Yates","QB","HOU",547,NA,72,0,NA,2.302,NA,0,2.302,12.2414776224049,-208.878,NA,1.62775981029143,2.03710267748929,NA,1,1
"Tim Tebow","QB",NA,547,120.2,72,0,NA,NA,NA,0,0,12.588591043338,-208.878,46.1,NA,11.7444009466184,NA,1,1
"Tyler Thigpen","QB",NA,547,NA,72,0,NA,NA,NA,0,0,12.588591043338,-208.878,NA,NA,NA,NA,1,1
